product_url,item_type,image_link,auction_date,location,product_name,lot_id,auctioner,website
https://www.biddergy.com/Listing/Details/242558389/Steel-Frame-Embossed-She-Shed-Sign,steel,https://www.biddergy.com/Content/listingImages/20220909/afa68694-0553-4817-acba-d5c8c3372921_fullsize.jpg,"Item ends Wednesday, September 21, 2022 - 8:09PM (EDT)","1919 E. Kilgore Service Road, Kalamazoo, MI, 49001","Steel Frame Embossed ""She Shed"" Sign",Lot # 823004,,bidspotter
https://www.biddergy.com/Listing/Details/242520332/8oz-Food-Service-Stainless-Steel-Ladle,steel,https://www.biddergy.com/Content/listingImages/20220909/a55c26f7-3476-4737-91f6-cbf085c1a769_fullsize.jpg,"Item ends Wednesday, September 21, 2022 - 8:06PM (EDT)","1919 E. Kilgore Service Road, Kalamazoo, MI, 49001",8oz Food Service Stainless Steel Ladle,Lot # 823063,,bidspotter
https://www.biddergy.com/Listing/Details/241056586/Lot-of-Many-Steel-Beams,steel,https://www.biddergy.com/Content/listingImages/20220831/6b97962d-6b1d-403d-b8eb-962090d62e95_fullsize.jpg,"Item ends Tuesday, September 20, 2022 - 8:00PM (EDT)","Grand Rapids, MI",Lot of Many Steel Beams,Lot # 655338,,bidspotter
https://www.biddergy.com/Listing/Details/242514491/4-Qty-Pair-Steel-Folding-Sawhorse-Legs,steel,https://www.biddergy.com/Content/listingImages/20220909/ef2b4090-2dac-4fc8-b4e3-55c7cb1ddf36_fullsize.jpg,"Item ends Wednesday, September 21, 2022 - 8:06PM (EDT)","1919 E. Kilgore Service Road, Kalamazoo, MI, 49001",(4 Qty) Pair Steel Folding Sawhorse Legs,Lot # 823055,,bidspotter
https://www.biddergy.com/Listing/Details/242505709/Stainless-Steel-1-Quart-Metal-Thermous,steel,https://www.biddergy.com/Content/listingImages/20220909/c933548d-2545-4e8e-b1f4-219f6b43a025_fullsize.jpg,"Item ends Wednesday, September 21, 2022 - 8:06PM (EDT)","1919 E. Kilgore Service Road, Kalamazoo, MI, 49001",Stainless Steel 1 Quart Metal Thermous,Lot # 823044,,bidspotter
https://www.biddergy.com/Listing/Details/242508172/2-Qty-60-Stainless-Steel-mesh-Washer-Supply-Hoses,steel,https://www.biddergy.com/Content/listingImages/20220909/1f975b98-101f-4461-b347-1f6e46691884_fullsize.jpg,"Item ends Wednesday, September 21, 2022 - 8:06PM (EDT)","1919 E. Kilgore Service Road, Kalamazoo, MI, 49001","(2 Qty) 60"" Stainless Steel mesh Washer Supply Hoses",Lot # 823049,,bidspotter
https://www.biddergy.com/Listing/Details/242500050/New-Southwire-125-Steel-Fish-Tape,steel,https://www.biddergy.com/Content/listingImages/20220909/8b207e3f-6f40-47c7-9a87-676cc11f75e9_fullsize.jpg,"Item ends Wednesday, September 21, 2022 - 8:03PM (EDT)","1919 E. Kilgore Service Road, Kalamazoo, MI, 49001","New, South-wire 125' Steel Fish Tape",Lot # 823036,,bidspotter
https://www.biddergy.com/Listing/Details/241044246/Pallet-w-Various-Steel-Pieces,steel,https://www.biddergy.com/Content/listingImages/20220831/195647a3-466f-45e5-ab5f-721aca8673a2_fullsize.jpg,"Item ends Tuesday, September 20, 2022 - 8:00PM (EDT)","Grand Rapids, MI",Pallet w/ Various Steel Pieces,Lot # 655332,,bidspotter
https://www.biddergy.com/Listing/Details/241040770/Steel-hanging-Rack,steel,https://www.biddergy.com/Content/listingImages/20220831/e8c1ce59-1670-4248-bfaa-a8a2daeb6c52_fullsize.jpg,"Item ends Tuesday, September 20, 2022 - 8:00PM (EDT)","Grand Rapids, MI",Steel hanging Rack,Lot # 656462,,bidspotter
https://www.biddergy.com/Listing/Details/241010985/Steel-Cart-w-Adjustable-Length,steel,https://www.biddergy.com/Content/listingImages/20220831/1fdc3731-b15f-4343-8a28-a55f5c5ef212_fullsize.jpg,"Item ends Tuesday, September 20, 2022 - 8:00PM (EDT)","Grand Rapids, MI",Steel Cart w/ Adjustable Length,Lot # 656451,,bidspotter
https://www.biddergy.com/Listing/Details/242498503/NEW-2-HAMPTON-BAY-1Light-Wall-Sconce-With-Glass-Shade,steel,https://www.biddergy.com/Content/listingImages/20220909/7591de05-d6c7-4e31-b801-b840811de8ff_fullsize.jpg,"Item ends Thursday, September 15, 2022 - 8:06PM (EDT)","1919 E Kilgore Service Road, Kalamazoo, MI, 49001",NEW - (2) HAMPTON BAY 1-Light Wall Sconce With Glass Shade,Lot # KZ0010163,,bidspotter
https://www.biddergy.com/Listing/Details/240629084/NEW-2Sets-CUISINART-3Piece-Professional-Grilling-Tool-Sets,steel,https://www.biddergy.com/Content/listingImages/20220825/d262b787-c723-493f-b590-ee257af1c23a_fullsize.jpg,"Item ends Monday, September 26, 2022 - 8:00PM (PDT)","4724 Mitchell Street Suite F, North Las Vegas, NV, 89081",NEW - (2-Sets) CUISINART 3-Piece Professional Grilling Tool Sets,Lot # GrillingSets,,bidspotter
https://www.biddergy.com/Listing/Details/240628897/NEW-2Sets-CUISINART-3Piece-Professional-Grilling-Tool-Sets,steel,https://www.biddergy.com/Content/listingImages/20220825/6eb521b3-1223-4831-8d17-15841398001f_fullsize.jpg,"Item ends Monday, September 26, 2022 - 8:00PM (PDT)","4724 Mitchell Street Suite F, North Las Vegas, NV, 89081",NEW - (2-Sets) CUISINART 3-Piece Professional Grilling Tool Sets,Lot # GrillingSets,,bidspotter
